N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,CODE
1332.0,TIGER KRX2차전지K-뉴딜레버리지,7765.0,105.0,+1.37%,0.0,190.0,2450.0,0.0,125438.0,,,412570
1333.0,QV 블룸버그 -2X WTI원유선물 ETN,19000.0,335.0,-1.73%,0.0,190.0,1000.0,0.0,3230.0,,,550072
1334.0,하나 S&P 인버스 2X WTI원유 선물 ETN,18965.0,365.0,-1.89%,0.0,190.0,1000.0,0.0,7337.0,,,700016
1335.0,KB S&P 인버스 2X WTI원유 선물 ETN,18920.0,425.0,-2.20%,0.0,189.0,1000.0,0.0,5219.0,,,580037
1336.0,신한 FnGuide 치킨 ETN,9455.0,60.0,-0.63%,0.0,189.0,2000.0,0.0,2.0,,,500075
1337.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,18900.0,435.0,-2.25%,0.0,189.0,1000.0,0.0,26041.0,,,500066
1338.0,신한 레버리지 구리 선물 ETN,18875.0,240.0,+1.29%,0.0,189.0,1000.0,0.0,455.0,,,500040
1339.0,메리츠 인버스 2X 금 선물 ETN(H),18795.0,20.0,+0.11%,0.0,188.0,1000.0,0.0,55.0,,,610013
1340.0,QV 인버스 레버리지 은 선물 ETN(H),18655.0,0.0,0.00%,0.0,187.0,1000.0,0.0,0.0,,,550065
1341.0,하이트진로2우B,16500.0,60.0,+0.36%,5000.0,186.0,1130.0,2.75,750.0,10.19,,000087
1342.0,ACE 러시아MSCI(합성),10070.0,0.0,0.00%,0.0,186.0,1850.0,0.15,0.0,,,265690
1343.0,넥센타이어1우B,2860.0,15.0,+0.53%,500.0,186.0,6500.0,5.27,872.0,-6.43,,002355
1344.0,LX하우시스우,18000.0,130.0,+0.73%,5000.0,186.0,1032.0,12.12,545.0,-3.66,,108675
1345.0,메리츠 인버스 2X 은 선물 ETN(H),18560.0,195.0,-1.04%,0.0,186.0,1000.0,0.0,107.0,,,610017
1346.0,TIGER 우량가치,11240.0,5.0,-0.04%,0.0,185.0,1650.0,0.0,503.0,,,227570
1347.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),18435.0,300.0,-1.60%,0.0,184.0,1000.0,0.0,1891.0,,,610042
1348.0,코오롱우,17120.0,80.0,-0.47%,5000.0,184.0,1076.0,6.55,6187.0,1.87,,002025
1349.0,QV 인버스 레버리지 구리 선물 ETN(H),18420.0,370.0,-1.97%,0.0,184.0,1000.0,0.0,1.0,,,550070
1350.0,메리츠 인버스 2X 구리 선물 ETN(H),18405.0,370.0,-1.97%,0.0,184.0,1000.0,0.0,604.0,,,610029
1351.0,QV 인버스 레버리지 금 선물 ETN(H),18275.0,0.0,0.00%,0.0,183.0,1000.0,0.0,0.0,,,550063
1352.0,하나 인버스 2X 구리 선물 ETN(H),18245.0,415.0,-2.22%,0.0,182.0,1000.0,0.0,137.0,,,700010
1353.0,TRUE 레버리지 플래티넘 선물 ETN,18055.0,315.0,+1.78%,0.0,181.0,1000.0,0.0,151.0,,,570069
1354.0,TIGER 미국나스닥100TR채권혼합Fn,10305.0,65.0,+0.63%,0.0,180.0,1750.0,0.0,10649.0,,,435420
1355.0,메리츠 미국 인플레이션 국채 ETN(H),8960.0,15.0,+0.17%,0.0,179.0,2000.0,0.0,95.0,,,610003
1356.0,KODEX 코스피100,25405.0,90.0,+0.36%,0.0,178.0,700.0,0.0,2881.0,,,237350
1357.0,미래에셋 Q150 Core5 ETN,8840.0,0.0,0.00%,0.0,177.0,2000.0,0.0,0.0,,,520013
1358.0,KODEX 글로벌4차산업로보틱스(합성),15900.0,165.0,+1.05%,0.0,174.0,1096.0,0.59,6637.0,,,276990
1359.0,티와이홀딩스우,13840.0,40.0,+0.29%,500.0,174.0,1255.0,0.5,17903.0,8.31,,36328K
1360.0,KODEX 배당성장,13355.0,60.0,+0.45%,0.0,174.0,1300.0,0.18,3465.0,,,211900
1361.0,TRUE 인버스 2X 플래티넘 선물 ETN,17275.0,730.0,-4.05%,0.0,173.0,1000.0,0.0,504.0,,,570070
1362.0,일정실업,14310.0,10.0,-0.07%,5000.0,172.0,1200.0,0.02,2190.0,-1.96,-33.81,008500
1363.0,TIMEFOLIO 이노베이션액티브,8140.0,65.0,+0.80%,0.0,171.0,2100.0,0.0,2219.0,,,385710
1364.0,유유제약1우,7520.0,130.0,-1.70%,1000.0,170.0,2267.0,0.43,4718.0,-26.95,,000225
1365.0,한진칼우,31700.0,350.0,+1.12%,2500.0,170.0,537.0,1.3,9464.0,2.24,,18064K
1366.0,TRUE 레버리지 구리 선물 ETN,17005.0,210.0,+1.25%,0.0,170.0,1000.0,0.0,61.0,,,570072
1367.0,ARIRANG 미국다우존스고배당주(합성 H),16505.0,170.0,+1.04%,0.0,170.0,1030.0,0.0,2602.0,,,213630
1368.0,한화우,35300.0,300.0,-0.84%,5000.0,169.0,479.0,0.14,559.0,2.54,,000885
1369.0,대한제당우,2605.0,5.0,-0.19%,500.0,169.0,6483.0,2.32,51594.0,11.84,,001795
1370.0,KBSTAR 200선물인버스,6030.0,40.0,-0.66%,0.0,169.0,2800.0,0.0,8733.0,,,252410
1371.0,KODEX 200롱코스닥150숏선물,10550.0,25.0,-0.24%,0.0,169.0,1600.0,0.0,2185.0,,,360140
1372.0,미래에셋 코스피200 선물 ETN,8425.0,25.0,+0.30%,0.0,168.0,2000.0,0.0,23981.0,,,520037
1373.0,KODEX 필수소비재,7625.0,55.0,+0.73%,0.0,168.0,2200.0,0.02,3161.0,,,266410
1374.0,KODEX 게임산업,8370.0,135.0,+1.64%,0.0,167.0,2000.0,0.08,65909.0,,,300950
1375.0,LX홀딩스1우,11360.0,60.0,+0.53%,1000.0,166.0,1465.0,3.31,4333.0,3.83,,38380K
1376.0,신한 코스피 200 ETN,8310.0,95.0,+1.16%,0.0,166.0,2000.0,0.0,2.0,,,500060
1377.0,삼양홀딩스우,54500.0,100.0,-0.18%,5000.0,166.0,304.0,1.36,279.0,5.56,,000075
1378.0,KODEX 미국나스닥100(H),10345.0,205.0,+2.02%,0.0,166.0,1600.0,0.19,35282.0,,,449190
1379.0,QV 인버스 레버리지 WTI원유 선물 ETN(H),110.0,5.0,-4.35%,0.0,165.0,150000.0,0.0,233735.0,,,550043
1380.0,삼성 인버스 2X 항셍테크 ETN(H),8195.0,60.0,+0.74%,0.0,164.0,2000.0,0.0,123440.0,,,530082
1381.0,ARIRANG ESG성장주액티브,7595.0,20.0,+0.26%,0.0,163.0,2150.0,0.0,1105.0,,,395760
1382.0,에셋플러스 코리아플랫폼액티브,6800.0,35.0,+0.52%,0.0,163.0,2400.0,0.96,6601.0,,,407820
1383.0,TIGER 유로스탁스배당30,11640.0,45.0,+0.39%,0.0,163.0,1400.0,0.0,2321.0,,,245350
1384.0,미래에셋 코스닥150 선물 ETN,8130.0,175.0,+2.20%,0.0,163.0,2000.0,0.0,31.0,,,520039
1385.0,KODEX 미국S&P500(H),10120.0,140.0,+1.40%,0.0,162.0,1600.0,0.17,53328.0,,,449180
1386.0,에이리츠,3625.0,0.0,0.00%,5000.0,162.0,4463.0,0.25,5196.0,-9.15,9.14,140910
1387.0,대신 철광석 선물 ETN(H) B,16150.0,70.0,+0.44%,0.0,162.0,1000.0,0.0,78.0,,,510031
1388.0,KODEX 보험,7325.0,10.0,+0.14%,0.0,161.0,2200.0,0.0,11499.0,,,140700
1389.0,KBSTAR 중장기국공채액티브,100425.0,175.0,+0.17%,0.0,160.0,159.0,0.0,12.0,,,272570
1390.0,KODEX MSCI KOREA ESG유니버설,9915.0,50.0,+0.51%,0.0,159.0,1600.0,0.0,500.0,,,289040
1391.0,삼성 레버리지 구리 선물 ETN(H),15835.0,315.0,+2.03%,0.0,158.0,1000.0,0.0,5221.0,,,530063
1392.0,KODEX 다우존스미국리츠(H),12595.0,175.0,+1.41%,0.0,157.0,1250.0,0.0,599.0,,,352560
1393.0,메리츠 레버리지 구리 선물 ETN(H),15730.0,340.0,+2.21%,0.0,157.0,1000.0,0.0,3.0,,,610028
1394.0,ACE 코스닥150,11185.0,90.0,+0.81%,0.0,157.0,1400.0,0.0,792.0,,,354500
1395.0,KOSEF 미국달러선물레버리지,11025.0,120.0,-1.08%,0.0,157.0,1420.0,0.0,2227.0,,,225800
1396.0,KBSTAR 국채선물10년인버스,53070.0,80.0,-0.15%,0.0,156.0,294.0,0.0,9.0,,,295020
1397.0,KODEX 200가치저변동,9730.0,10.0,-0.10%,0.0,156.0,1600.0,0.0,1665.0,,,223190
1398.0,하나 레버리지 구리 선물 ETN(H),15540.0,290.0,+1.90%,0.0,155.0,1000.0,0.0,181.0,,,700009
1399.0,TIGER MSCI KOREA ESG리더스,8930.0,20.0,+0.22%,0.0,155.0,1740.0,0.0,500.0,,,289260
1400.0,삼성 인버스 2X 코스피200 선물 ETN,15480.0,185.0,-1.18%,0.0,155.0,1000.0,0.0,17678.0,,,530105
1401.0,QV 레버리지 구리 선물 ETN(H),15425.0,0.0,0.00%,0.0,154.0,1000.0,0.0,0.0,,,550069
1402.0,신한 인버스 2X 코스피 200 선물 ETN,15370.0,235.0,-1.51%,0.0,154.0,1000.0,0.0,2.0,,,500070
1403.0,메리츠 미국레버리지 인플레이션국채ETN(H),7670.0,10.0,+0.13%,0.0,153.0,2000.0,0.0,2.0,,,610004
1404.0,신한 코스닥 150 ETN,7665.0,120.0,+1.59%,0.0,153.0,2000.0,0.0,2.0,,,500062
1405.0,TIGER 200 금융,6600.0,135.0,-2.00%,0.0,153.0,2320.0,0.07,14296.0,,,139270
1406.0,FOCUS KRX300,15255.0,20.0,+0.13%,0.0,153.0,1000.0,0.01,714.0,,,292730
1407.0,TRUE FTSE100 ETN,15185.0,180.0,+1.20%,0.0,152.0,1000.0,0.0,1.0,,,570047
1408.0,KB 인버스 2X 나스닥 100 ETN,7590.0,325.0,-4.11%,0.0,152.0,2000.0,0.0,18543.0,,,580014
1409.0,TIGER 차이나항셍테크레버리지(합성 H),9240.0,20.0,-0.22%,0.0,152.0,1640.0,1.23,342825.0,,,438320
1410.0,메리츠 인버스 2X 국채30년 ETN,15100.0,325.0,-2.11%,0.0,151.0,1000.0,0.0,7.0,,,610010
1411.0,KOSEF 미국달러선물인버스2X,6500.0,70.0,+1.09%,0.0,151.0,2320.0,0.0,2959.0,,,230480
1412.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),15075.0,0.0,0.00%,0.0,151.0,1000.0,0.0,0.0,,,610030
1413.0,메리츠 S&P 유럽탄소배출권 선물 ETN,15065.0,0.0,0.00%,0.0,151.0,1000.0,0.0,0.0,,,610031
1414.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,15050.0,5.0,-0.03%,0.0,150.0,1000.0,0.0,2.0,,,520043
1415.0,TIGER 200 에너지화학,16010.0,5.0,+0.03%,0.0,150.0,940.0,0.28,5741.0,,,139250
1416.0,TRUE S&P 유럽탄소배출권 선물 ETN(H),14980.0,60.0,-0.40%,0.0,150.0,1000.0,0.0,3.0,,,570074
1417.0,HANARO Fn K-게임,5065.0,80.0,+1.60%,0.0,149.0,2950.0,0.0,40011.0,,,395280
1418.0,ACE 미국다우존스리츠(합성 H),82880.0,1280.0,+1.57%,0.0,149.0,180.0,0.0,13.0,,,181480
1419.0,미래에셋 인버스 미디어엔터 Core5 ETN,14895.0,0.0,0.00%,0.0,149.0,1000.0,0.0,0.0,,,520015
1420.0,KODEX Fn시스템반도체,7830.0,110.0,+1.42%,0.0,149.0,1900.0,0.01,25415.0,,,395160
1421.0,신한 인버스 WTI원유 선물 ETN(H),2955.0,15.0,-0.51%,0.0,148.0,5000.0,0.0,16077.0,,,500003
1422.0,KODEX 기계장비,5660.0,30.0,+0.53%,0.0,147.0,2600.0,0.0,12884.0,,,102960
1423.0,미래에셋 레버리지 은 선물 ETN,14705.0,20.0,-0.14%,0.0,147.0,1000.0,0.0,40001.0,,,520033
1424.0,TIGER 글로벌자원생산기업(합성 H),16295.0,50.0,-0.31%,0.0,147.0,900.0,0.0,2157.0,,,276000
1425.0,메리츠 인버스 2X KRX300 선물 ETN,14650.0,365.0,-2.43%,0.0,146.0,1000.0,0.0,49.0,,,610006
1426.0,TRUE 레버리지 은 선물 ETN,14605.0,40.0,+0.27%,0.0,146.0,1000.0,0.0,166.0,,,570061
1427.0,메리츠 레버리지 미국채30년 ETN(H),7290.0,135.0,+1.89%,0.0,146.0,2000.0,0.06,41523.0,,,610038
1428.0,TIGER 단기선진하이일드(합성 H),12135.0,15.0,+0.12%,0.0,146.0,1200.0,0.0,355.0,,,182490
1429.0,KODEX 3대농산물선물(H),13020.0,20.0,+0.15%,0.0,145.0,1110.0,0.0,6659.0,,,271060
1430.0,신한 FnGuide 폐기물처리 ETN,7220.0,10.0,+0.14%,0.0,144.0,2000.0,0.0,2.0,,,500064
1431.0,TIGER K게임,9300.0,235.0,+2.59%,0.0,144.0,1550.0,0.26,38297.0,,,300610
1432.0,QV 미국 IT TOP5 ETN(H),20515.0,5.0,+0.02%,0.0,144.0,700.0,0.0,5.0,,,550041
1433.0,하나 인버스 2X 코스닥150 선물 ETN,14355.0,380.0,-2.58%,0.0,144.0,1000.0,0.0,1416.0,,,700018
1434.0,TRUE 인버스 2X 코스닥 150 선물 ETN,14350.0,385.0,-2.61%,0.0,144.0,1000.0,0.0,496197.0,,,570082
1435.0,KODEX 미국ETF산업Top10 Indxx,11440.0,90.0,+0.79%,0.0,143.0,1250.0,0.0,3216.0,,,428560
1436.0,삼성 인버스 2X 은 선물 ETN(H),1430.0,5.0,-0.35%,0.0,143.0,10000.0,0.0,51949.0,,,530062
1437.0,대신 인버스 2X 코스닥 150 선물 ETN,14295.0,365.0,-2.49%,0.0,143.0,1000.0,0.0,55.0,,,510027
1438.0,KBSTAR 차이나HSCEI(H),8370.0,5.0,+0.06%,0.0,142.0,1700.0,0.0,17871.0,,,250730
1439.0,KBSTAR 채권혼합,58635.0,365.0,+0.63%,0.0,141.0,240.0,0.0,93.0,,,183700
1440.0,삼성 레버리지 항셍테크 ETN(H),2345.0,30.0,-1.26%,0.0,141.0,6000.0,0.0,209911.0,,,530081
1441.0,TIMEFOLIO Korea플러스배당액티브,10315.0,70.0,-0.67%,0.0,140.0,1360.0,0.0,6602.0,,,441800
1442.0,SOL 유럽탄소배출권선물S&P(H),13960.0,95.0,-0.68%,0.0,140.0,1000.0,0.0,2057.0,,,400580
1443.0,ARIRANG 선진국MSCI(합성 H),10725.0,55.0,+0.52%,0.0,139.0,1300.0,0.0,9924.0,,,195970
1444.0,VITA MZ소비액티브,8180.0,10.0,+0.12%,0.0,139.0,1700.0,0.0,62298.0,,,422260
1445.0,KBSTAR V&S셀렉트밸류채권혼합,11535.0,60.0,+0.52%,0.0,138.0,1200.0,0.0,5664.0,,,241390
1446.0,메리츠 인버스 2X 미국채10년 ETN(H),13775.0,70.0,-0.51%,0.0,138.0,1000.0,0.0,1603.0,,,610025
1447.0,KBSTAR 중국MSCI China(H),9165.0,10.0,+0.11%,0.0,137.0,1500.0,0.0,3718.0,,,310080
1448.0,마이티 다이나믹퀀트액티브,11065.0,35.0,+0.32%,0.0,137.0,1240.0,0.0,421.0,,,442260
1449.0,KBSTAR 글로벌메타버스Moorgate,7770.0,120.0,+1.57%,0.0,136.0,1750.0,0.04,428.0,,,411720
1450.0,TIMEFOLIO 탄소중립액티브,9660.0,85.0,+0.89%,0.0,135.0,1400.0,0.0,4299.0,,,404120
1451.0,신한 인버스 2X 구리 선물 ETN,2695.0,70.0,-2.53%,0.0,135.0,5000.0,0.0,5783.0,,,500041
1452.0,TIGER 배당성장,16510.0,25.0,+0.15%,0.0,134.0,810.0,0.0,975.0,,,211560
1453.0,메리츠 레버리지 은 선물 ETN(H),13360.0,40.0,+0.30%,0.0,134.0,1000.0,0.0,7293.0,,,610016
1454.0,하나 S&P 레버리지 WTI원유 선물 ETN,13340.0,60.0,+0.45%,0.0,133.0,1000.0,0.0,27.0,,,700015
1455.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,13340.0,95.0,+0.72%,0.0,133.0,1000.0,0.0,1941.0,,,500065
1456.0,TIGER 코스닥150선물인버스,4940.0,75.0,-1.50%,0.0,133.0,2700.0,6.61,313904.0,,,250780
1457.0,QV 레버리지 은 선물 ETN(H),13320.0,20.0,+0.15%,0.0,133.0,1000.0,0.0,25.0,,,550064
1458.0,KODEX 운송,4930.0,30.0,+0.61%,0.0,133.0,2700.0,0.0,11831.0,,,140710
1459.0,QV 블룸버그 2X WTI원유선물 ETN,13310.0,80.0,+0.60%,0.0,133.0,1000.0,0.0,4.0,,,550071
1460.0,KBSTAR 글로벌클린에너지S&P,9500.0,115.0,+1.23%,0.0,133.0,1400.0,0.0,4118.0,,,399580
1461.0,KODEX 최소변동성,11075.0,0.0,0.00%,0.0,133.0,1200.0,0.0,0.0,,,279540
1462.0,ARIRANG 우주항공&UAM iSelect,10220.0,90.0,+0.89%,0.0,133.0,1300.0,0.03,22880.0,,,421320
1463.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),13085.0,215.0,+1.67%,0.0,131.0,1000.0,0.0,523.0,,,610041
1464.0,KODEX 미국S&P500산업재(합성),22755.0,125.0,+0.55%,0.0,131.0,574.0,0.0,792.0,,,200030
1465.0,KB S&P 레버리지 WTI원유 선물 ETN(H),13015.0,165.0,+1.28%,0.0,130.0,1000.0,0.0,9129.0,,,580036
1466.0,ACE 일본Nikkei225(H),18590.0,125.0,+0.68%,0.0,130.0,700.0,0.0,346.0,,,238720
1467.0,신한 인버스 금 선물 ETN(H),6490.0,5.0,+0.08%,0.0,130.0,2000.0,0.0,1004.0,,,500006
